loan_type,loan_amount,action_taken,occupancy_type,census_tract,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,co_applicant_race_2,applicant_sex,co_applicant_sex,applicant_age,co_applicant_age,income,lien_status,applicant_credit_score_type,co_applicant_credit_score_type,origination_charges,discount_points,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,property_value,manufactured_home_secured_property_type,total_units,aus_1,reverse_mortgage,open_end_line_of_credit,manufactured_home_land_property_interest,total_loan_costs,total_points_and_fees,prepayment_penalty_term,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,multifamily_affordable_units,"('applicant_race_2',)","('co_applicant_race_2',)"
1,365000,6,1,45019002003,4,5,7,0,8,0,4,5,5,6,0,1,9,9,10,12,0,21,19,0,14,35,3,1,6,2,2,5,269,0,0,2,2,2,2,0,0,6
1,445000,6,1,12086009807,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,25,19,0,14,46,3,1,6,2,2,5,455,0,0,2,2,2,2,0,0,6
1,425000,6,2,37183053603,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,15,19,0,14,60,3,1,6,2,2,5,176,0,0,2,2,2,2,0,0,6
1,195000,1,1,39093097200,1,2,5,0,3,0,1,2,1,1,57,1,3,2,67,41,0,12,11,152,14,17,3,1,1,2,2,5,492,0,0,2,2,2,2,0,0,6
1,345000,1,1,36005000400,1,1,6,0,6,0,1,2,1,3,97,1,1,2,94,73,15,25,9,118,14,40,3,1,1,2,2,5,689,0,0,2,2,2,2,0,0,6
2,345000,2,1,34027045603,1,1,5,0,5,0,1,2,0,1,95,1,3,9,0,0,0,17,16,164,14,32,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,1305000,1,1,36047039400,2,5,5,0,8,0,1,5,3,6,238,1,1,10,36,0,0,29,17,13,14,94,3,1,6,2,2,5,552,0,0,2,2,2,2,0,0,6
3,245000,1,1,13297110300,2,2,5,0,5,0,1,2,2,2,67,1,3,2,70,54,0,11,14,131,14,26,3,1,1,2,2,5,471,0,0,2,2,2,2,0,0,6
1,205000,1,2,36013036600,2,2,5,0,5,0,1,2,3,3,174,1,1,2,89,0,49,13,0,118,14,22,3,1,1,2,2,5,659,0,0,2,2,2,2,0,0,6
1,135000,5,1,18097352700,2,5,6,0,8,0,1,5,1,6,29,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,165000,5,1,34001011701,2,5,6,0,8,0,2,5,3,6,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,205000,5,1,24005403702,2,5,3,0,8,0,2,5,1,6,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,5,1,53033020402,2,5,5,0,8,0,1,5,1,6,44,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,135000,1,1,48439114103,2,5,5,0,8,0,1,5,3,6,162,1,2,10,78,55,0,4,0,21,5,24,3,1,1,2,2,5,553,0,0,2,2,2,2,0,0,6
1,125000,2,1,48339690601,2,5,5,0,8,0,2,5,7,6,52,1,1,10,0,0,0,14,0,74,14,14,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,45000,1,1,36047067000,2,5,3,0,8,0,1,5,2,6,110,2,3,10,11,0,16,35,2,114,14,63,3,2,6,2,2,5,3,0,0,2,1,2,2,0,0,6
4,85000,6,1,31119961300,4,5,7,0,8,0,4,5,5,6,0,1,9,9,2,0,0,5,19,0,14,5,3,1,6,2,2,5,354,0,0,2,2,2,2,0,0,6
1,255000,1,1,37141920602,2,2,5,0,5,0,1,2,1,1,44,1,2,1,54,26,0,12,1,118,14,28,3,1,1,2,2,5,434,0,0,2,2,2,2,0,0,6
1,165000,6,1,6065030400,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,31,19,0,14,27,3,1,6,2,2,5,30,0,0,2,2,2,2,0,0,6
2,195000,6,1,6071009709,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,11,19,0,14,17,3,1,6,2,2,5,521,0,0,2,2,2,2,0,0,6
2,275000,5,1,55079000304,2,2,5,0,5,0,1,2,2,2,175,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,145000,5,1,30029001700,2,2,5,0,5,0,2,1,2,3,34,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
3,255000,6,1,13063040608,4,5,7,0,8,0,4,5,5,6,0,1,9,9,1,0,0,10,19,0,14,21,3,1,6,2,2,5,16,0,0,2,2,2,2,0,0,6
1,555000,6,1,6037920013,4,4,7,0,7,0,4,4,5,5,0,1,9,9,90,70,0,13,19,0,14,68,3,1,6,2,2,5,621,0,0,2,2,2,2,0,0,6
2,185000,6,1,24045010501,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,15,3,1,6,2,2,5,529,0,0,2,2,2,2,0,0,6
1,395000,6,1,25021410100,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,46,3,1,6,2,2,5,306,0,0,2,2,2,2,0,0,6
3,245000,6,1,12069031305,4,5,7,0,8,0,4,5,5,6,0,1,9,9,1,0,0,17,19,0,14,27,3,1,6,2,2,5,235,0,0,2,2,2,2,0,0,6
1,315000,6,1,48201253200,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,13,19,0,14,31,3,1,6,2,2,5,670,0,0,2,2,2,2,0,0,6
1,205000,1,1,41009970900,2,2,5,0,5,0,1,2,2,2,112,1,1,1,21,0,0,9,0,46,5,31,3,1,1,2,2,5,387,0,0,2,2,2,2,0,0,6
1,335000,6,1,4013422646,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,31,19,0,14,42,3,1,6,2,2,5,112,0,0,2,2,2,2,0,0,6
1,225000,1,2,12015020302,1,5,5,0,8,0,2,5,3,6,81,1,2,10,3,2,13,22,14,141,14,21,3,1,1,2,2,5,25,0,0,2,2,2,2,0,0,6
1,275000,6,1,24021750803,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,10,19,0,14,34,3,1,6,2,2,5,120,0,0,2,2,2,2,0,0,6
1,375000,6,1,51085320300,4,5,7,0,8,0,4,5,5,6,0,1,9,9,65,51,0,13,19,0,14,40,3,1,6,2,2,5,509,0,0,2,2,2,2,0,0,6
1,205000,4,2,24035810902,2,5,5,0,8,0,2,5,3,6,111,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,495000,4,1,8041007201,2,2,5,0,5,0,1,2,3,3,191,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,255000,1,1,33011001200,2,5,5,0,8,0,1,5,3,6,54,1,1,10,0,0,50,9,7,164,14,23,3,2,1,2,2,5,572,0,0,2,2,2,2,0,0,6
4,175000,6,1,50011011000,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,5,19,0,14,14,3,1,6,2,2,5,470,0,0,2,2,2,2,0,0,6
2,735000,6,1,6087122100,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,81,3,1,6,2,2,5,703,0,0,2,2,2,2,0,0,6
3,175000,1,1,45051040101,2,5,5,0,8,0,1,5,4,6,0,1,2,10,12,16,0,9,17,0,10,0,3,1,6,2,2,5,79,0,0,2,2,2,2,0,0,6
1,245000,6,1,8069000506,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,21,19,0,14,38,3,1,6,2,2,5,45,0,0,2,2,2,2,0,0,6
1,545000,6,1,6059011707,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,12,19,0,14,80,3,1,6,2,2,5,131,0,0,2,2,2,2,0,0,6
3,415000,6,1,49053270901,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,7,19,0,14,39,3,1,6,2,2,5,704,0,0,2,2,2,2,0,0,6
1,275000,1,1,8043978100,2,2,5,0,5,0,2,1,3,3,110,1,2,3,6,0,0,10,0,142,14,27,3,1,1,2,2,5,9,0,0,2,2,2,2,0,0,6
1,2345000,2,2,6053011502,3,5,6,0,8,0,1,5,2,6,240,1,3,10,0,0,0,14,4,14,14,96,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,285000,1,1,8123001907,3,3,6,0,6,0,2,1,6,7,0,1,2,2,0,0,47,11,17,165,14,25,3,1,6,2,2,5,549,0,0,2,2,2,2,0,0,6
1,205000,1,1,27085950300,2,5,5,0,8,0,2,5,1,6,43,1,1,10,56,29,0,18,8,108,14,23,3,1,1,2,2,5,397,0,0,2,2,2,2,0,0,6
3,165000,1,1,17201000504,2,2,5,0,5,0,1,2,7,8,0,1,3,3,1,0,23,11,17,0,14,0,3,1,6,2,2,5,32,0,0,2,2,2,2,0,0,6
3,165000,6,1,30029000100,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,10,19,0,14,21,2,1,6,2,2,1,607,0,0,2,2,2,2,0,0,6
2,45000,6,1,26125141500,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,23,19,0,14,1,3,1,6,2,2,5,392,0,0,2,2,2,2,0,0,6
1,265000,1,1,48187210713,2,5,5,0,8,0,2,5,1,6,82,1,1,10,83,59,0,11,2,118,10,29,3,1,1,2,2,5,559,0,0,2,2,2,2,0,0,6
1,445000,6,1,8123002502,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,28,19,0,14,57,3,1,6,2,2,5,66,0,0,2,2,2,2,0,0,6
1,295000,6,2,6065045109,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,12,19,0,14,37,3,1,6,2,2,5,52,0,0,2,2,2,2,0,0,6
2,305000,6,3,25027732700,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,28,3,2,6,2,2,5,590,0,0,2,2,2,2,0,0,6
3,185000,6,1,34011010700,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,9,19,0,14,15,3,1,6,2,2,5,257,0,0,2,2,2,2,0,0,6
1,295000,6,1,41057960100,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,16,19,0,14,35,3,1,6,2,2,5,243,0,0,2,2,2,2,0,0,6
1,5000,1,1,37167930700,2,5,5,0,8,0,2,5,0,6,51,2,1,10,0,0,0,0,17,168,5,15,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,245000,1,1,12095014400,2,5,5,0,8,0,1,5,7,6,0,1,1,10,1,0,25,9,17,0,14,0,3,1,6,2,2,5,1,0,0,2,2,2,2,0,0,6
3,245000,6,1,16055000301,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,10,19,0,14,22,3,1,6,2,2,5,278,0,0,2,2,2,2,0,0,6
2,465000,6,1,6037542200,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,23,19,0,14,0,3,2,6,2,2,5,662,0,0,2,2,2,2,0,0,6
1,145000,6,1,17031825000,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,27,19,0,14,12,3,1,6,2,2,5,211,0,0,2,2,2,2,0,0,6
1,235000,6,1,15007040604,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,18,19,0,14,51,3,1,6,2,2,5,314,0,0,2,2,2,2,0,0,6
3,255000,6,1,13089023416,4,5,7,0,8,0,4,5,5,6,0,1,9,9,1,0,0,16,19,0,14,22,3,1,6,2,2,5,17,0,0,2,2,2,2,0,0,6
1,265000,3,1,12005002605,2,5,5,0,8,0,1,5,4,6,71,1,9,10,0,0,0,0,5,3,14,84,3,4,1,2,2,5,0,0,0,2,2,2,2,0,0,6
3,335000,6,1,4013422210,4,5,7,0,8,0,4,5,5,6,0,1,9,9,1,0,0,16,19,0,14,0,3,1,6,2,2,5,699,0,0,2,2,2,2,0,0,6
1,315000,1,1,51041100403,2,2,6,0,6,0,1,2,0,0,58,1,1,3,97,53,0,12,15,141,14,31,3,1,1,2,2,5,694,0,0,2,2,2,2,0,0,6
1,235000,6,1,55009021400,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,13,19,0,14,23,3,1,6,2,2,5,245,0,0,2,2,2,2,0,0,6
1,375000,6,3,42101002500,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,28,19,0,14,40,3,1,6,2,2,5,433,0,0,2,2,2,2,0,0,6
2,135000,6,1,17201001500,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,10,19,0,14,10,3,1,6,2,2,5,505,0,0,2,2,2,2,0,0,6
1,235000,6,1,17031809300,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,63,3,1,6,2,2,5,49,0,0,2,2,2,2,0,0,6
1,325000,6,1,8035014405,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,12,19,0,14,37,3,1,6,2,2,5,281,0,0,2,2,2,2,0,0,6
2,135000,6,1,31055006102,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,16,19,0,14,0,3,1,6,2,2,5,496,0,0,2,2,2,2,0,0,6
1,305000,6,1,6071002028,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,38,3,1,6,2,2,5,133,0,0,2,2,2,2,0,0,6
1,345000,3,1,42017105506,2,2,5,0,5,0,1,2,2,2,217,1,9,9,0,0,0,0,17,109,5,41,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,185000,4,1,12017450302,3,5,6,0,8,0,2,5,7,6,9,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,345000,6,1,48085031636,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,32,3,1,6,2,2,5,674,0,0,2,2,2,2,0,0,6
1,335000,6,1,6073008503,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,10,19,0,14,83,3,1,6,2,2,5,52,0,0,2,2,2,2,0,0,6
1,245000,6,3,6065941200,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,15,19,0,14,53,3,1,6,2,2,5,112,0,0,2,2,2,2,0,0,6
1,135000,5,1,47037013601,2,5,3,0,8,0,1,5,7,6,19,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,175000,5,1,34037371200,2,5,5,0,8,0,1,5,1,6,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,125000,4,1,48027022404,2,5,3,0,8,0,2,5,3,6,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,5,1,22109000101,2,5,5,0,8,0,2,5,1,6,45,1,9,9,0,0,0,0,19,0,14,0,2,1,1,2,2,1,0,0,0,2,2,2,2,0,0,6
1,45000,5,1,26125142400,2,2,3,0,3,0,1,2,4,3,49,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,355000,5,1,24021751302,2,2,5,0,5,0,1,2,0,1,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,85000,1,1,45083022302,2,5,5,0,8,0,2,5,1,6,0,1,2,10,0,0,30,14,17,0,14,0,3,1,1,2,2,5,184,0,0,2,2,2,2,0,0,6
1,125000,5,1,51127700200,2,5,5,0,8,0,1,5,4,6,70,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,225000,5,1,25009252201,2,5,5,0,8,0,1,5,3,6,44,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,115000,5,3,36027050103,2,5,5,0,8,0,2,5,3,6,37,1,9,9,0,0,0,0,19,0,5,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,5,1,8001008539,1,5,5,0,8,0,2,5,1,6,85,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,115000,5,1,48113006700,1,5,5,0,8,0,1,5,1,6,46,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,3,3,51700032002,2,5,5,0,8,0,1,5,4,6,45,1,9,10,0,0,0,0,16,91,14,28,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,115000,4,1,42101032000,1,5,5,0,8,0,1,5,2,6,29,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,205000,3,1,13135050731,2,2,3,0,3,0,2,1,7,4,35,1,9,9,0,0,0,0,18,112,14,23,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,175000,4,1,18081610404,2,5,5,0,8,0,1,5,3,6,32,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,4,1,37129012203,2,5,5,0,8,0,2,5,7,6,68,1,9,9,0,0,0,0,19,0,5,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
2,275000,4,1,4013814400,2,5,5,0,8,0,2,5,1,6,94,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,1,48113016616,2,5,5,0,8,0,2,5,3,6,16,1,9,9,0,0,0,0,19,0,5,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,325000,4,1,13057091007,3,5,6,0,8,0,1,5,1,6,127,2,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,205000,4,1,6065043403,2,5,5,0,8,0,1,5,0,6,49,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,245000,4,1,22073005203,2,2,5,0,5,0,2,1,1,0,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,275000,4,1,1049960600,2,5,3,0,8,0,1,5,3,6,38,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,185000,4,1,13089021503,2,2,5,0,5,0,2,1,0,4,203,1,9,9,0,0,0,0,19,0,9,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,215000,4,1,24003740500,2,5,3,0,8,0,2,5,2,6,91,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,225000,4,1,51013103200,2,5,5,0,8,0,1,5,4,6,51,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,225000,4,1,26163590400,2,5,6,0,8,0,1,5,3,6,130,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,155000,4,3,6019007004,1,1,5,0,5,0,1,1,3,1,173,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,195000,4,1,53017950600,2,5,5,0,8,0,1,5,7,6,18,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,515000,3,1,6037577300,3,5,6,0,8,0,3,5,3,6,115,1,9,10,0,0,0,0,16,11,14,88,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,95000,4,1,13117130303,2,5,5,0,8,0,2,5,3,6,27,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,385000,4,1,25021413200,2,2,5,0,5,0,2,1,1,1,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,4,1,48041002007,2,5,5,0,8,0,1,5,1,6,101,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,255000,4,1,24027606901,2,5,3,0,8,0,2,5,2,6,93,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,105000,4,3,39095007001,2,5,5,0,8,0,2,5,2,6,45,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,4,1,48439106517,2,5,2,0,8,0,1,5,0,6,45,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,4,1,4025001701,2,5,5,0,8,0,1,5,2,6,215,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,1,37065020300,2,5,5,0,8,0,1,5,3,6,109,1,9,9,0,0,0,0,19,0,1,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,145000,4,1,12095016410,1,5,5,0,8,0,2,5,1,6,49,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,315000,4,1,48491020326,2,2,2,2,5,0,2,1,0,0,171,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,2,6
1,215000,4,1,26125157900,2,2,5,0,5,0,1,2,2,2,210,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,225000,4,1,6077005403,2,2,3,0,3,0,1,2,4,4,74,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,1,13121011619,2,5,5,0,8,0,2,5,2,6,50,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,4,1,12009065021,2,2,5,0,5,0,2,1,2,2,81,1,9,9,0,0,0,0,19,0,5,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,145000,4,1,41029001100,2,5,5,0,8,0,1,5,4,6,13,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,255000,3,1,25023521202,2,5,5,0,8,0,2,5,4,6,33,1,9,10,0,0,0,0,16,48,14,39,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,4,1,51153901227,3,5,6,0,8,0,3,5,0,6,79,1,9,9,0,0,0,0,19,0,5,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,4,1,45051051404,2,2,5,0,5,0,1,2,4,4,55,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,245000,4,1,45063021026,2,5,5,0,8,0,1,5,1,6,75,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,165000,4,1,17031740100,2,2,5,0,5,0,1,2,0,0,70,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,3,1,48215020726,1,5,5,0,8,0,2,5,1,6,44,1,9,10,0,0,0,0,18,117,14,30,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,3,1,48113007913,2,2,5,0,2,1,1,2,1,0,141,1,9,9,0,0,0,0,0,155,14,24,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,0
1,215000,4,1,48467950600,2,5,5,0,8,0,1,5,0,6,80,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,195000,3,1,12011060203,2,5,3,0,8,0,1,5,1,6,42,1,2,10,0,0,0,0,10,93,14,22,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,6073016502,2,5,5,0,8,0,2,5,4,6,63,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,335000,3,1,51153901900,2,5,5,0,8,0,1,5,7,6,41,1,1,10,0,0,0,0,18,150,14,32,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,245000,4,1,25009260700,2,2,5,0,5,0,2,1,1,1,67,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,225000,4,1,32003005827,2,5,5,0,8,0,2,5,0,6,29,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,13021013411,2,2,5,0,5,0,1,2,0,0,56,1,9,9,0,0,0,0,19,0,9,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,275000,3,3,25001010900,2,5,5,0,8,0,1,5,1,6,103,1,9,10,0,0,0,0,18,63,14,36,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,4,1,45015020503,2,5,5,0,8,0,1,5,0,6,90,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,85000,4,1,42133020710,1,5,5,0,8,0,2,5,1,6,3,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,225000,4,1,51043010100,2,2,5,0,5,0,1,2,2,2,81,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,215000,3,1,48439113811,2,2,5,0,5,0,1,2,7,4,69,1,2,9,0,0,0,0,16,72,14,27,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,12086005904,1,5,6,0,8,0,1,5,3,6,47,1,9,9,0,0,0,0,19,0,14,0,3,2,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,4,1,39165030102,3,5,6,0,8,0,3,5,2,6,75,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,475000,4,1,6037128702,2,5,5,0,8,0,1,5,4,6,77,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,605000,4,1,25017366202,2,5,5,0,8,0,1,5,2,6,155,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,5,1,51095080301,2,5,5,0,8,0,1,5,4,6,131,1,9,9,0,0,0,0,19,0,6,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,95000,1,1,39035177605,2,5,5,0,8,0,1,5,0,6,34,1,1,10,21,0,0,14,7,118,14,9,3,1,1,2,2,5,328,0,0,2,2,2,2,0,0,6
1,105000,1,1,18153050200,2,5,5,0,8,0,1,5,4,6,32,1,1,10,62,36,6,10,14,76,14,11,3,1,1,2,2,5,323,0,0,2,2,2,2,0,0,6
1,175000,4,1,34025801100,2,5,5,0,8,0,2,5,3,6,232,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,115000,1,1,12127090101,2,2,5,0,5,0,2,1,7,8,57,1,2,3,31,0,1,16,10,136,7,10,2,1,1,2,2,1,512,0,0,2,2,2,2,0,0,6
1,195000,1,1,55133201900,2,5,6,0,8,0,1,5,1,6,60,1,1,10,86,61,0,1,10,22,3,37,3,1,1,2,2,5,516,0,0,2,2,2,2,0,0,6
